FeatureCode,DateCode,Measurement,Units,Value,Indicator (road vehicles)
S12000006,1999,Ratio,Percent Of Households,27,% Of Households Without Access To A Car
S12000005,2013,Ratio,Percent Of Households,47.1,% Of Households With Access To One Car
S12000005,2007,Ratio,Percent Of Households,45.8,% Of Households With Access To One Car
S12000005,2019,Ratio,Percent Of Households,33,% Of Households Without Access To A Car
S12000005,2019,Ratio,Percent Of Households,37,% Of Households With Access To One Car
S12000005,2018,Ratio,Percent Of Households,31,% Of Households With Access To Two Or More Cars
S12000005,2009,Ratio,Percent Of Households,21.5,% Of Households Without Access To A Car
S12000005,2015,Ratio,Percent Of Households,51.3,% Of Households With Access To One Car
S12000005,2007,Ratio,Percent Of Households,30.5,% Of Households With Access To Two Or More Cars
S12000005,1999,Ratio,Percent Of Households,28.6,% Of Households Without Access To A Car
S12000005,1999,Ratio,Percent Of Households,48.8,% Of Households With Access To One Car
S12000005,2003,Ratio,Percent Of Households,27.4,% Of Households With Access To Two Or More Cars
S12000005,2017,Ratio,Percent Of Households,40.6,% Of Households With Access To One Car
S92000003,2000,Ratio,Percent Of Households,45.5,% Of Households With Access To One Car
S92000003,2016,Ratio,Percent Of Households,28.6,% Of Households With Access To Two Or More Cars
S92000003,2010,Ratio,Percent Of Households,44,% Of Households With Access To One Car
S92000003,2008,Ratio,Percent Of Households,25.8,% Of Households With Access To Two Or More Cars
S92000003,1999,Ratio,Percent Of Households,17.7,% Of Households With Access To Two Or More Cars
S92000003,2002,Ratio,Percent Of Households,44.4,% Of Households With Access To One Car
S92000003,2015,Ratio,Percent Of Households,26.8,% Of Households With Access To Two Or More Cars
S92000003,2007,Ratio,Percent Of Households,25.3,% Of Households With Access To Two Or More Cars
S92000003,2018,Ratio,Percent Of Households,29.4,% Of Households With Access To Two Or More Cars
S92000003,2001,Ratio,Percent Of Households,35.3,% Of Households Without Access To A Car
S92000003,2007,Ratio,Percent Of Households,44.3,% Of Households With Access To One Car
S92000003,2014,Ratio,Percent Of Households,30.8,% Of Households Without Access To A Car
S92000003,2015,Ratio,Percent Of Households,30,% Of Households Without Access To A Car
S92000003,2012,Ratio,Percent Of Households,43,% Of Households With Access To One Car
S92000003,2000,Ratio,Percent Of Households,35.8,% Of Households Without Access To A Car
S92000003,2011,Ratio,Percent Of Households,30.1,% Of Households Without Access To A Car
S92000003,2009,Ratio,Percent Of Households,30.7,% Of Households Without Access To A Car
S92000003,2010,Ratio,Percent Of Households,30.3,% Of Households Without Access To A Car
S92000003,1999,Ratio,Percent Of Households,37.2,% Of Households Without Access To A Car
S92000003,2013,Ratio,Percent Of Households,25.8,% Of Households With Access To Two Or More Cars
S92000003,2002,Ratio,Percent Of Households,20.8,% Of Households With Access To Two Or More Cars
S92000003,2014,Ratio,Percent Of Households,43.3,% Of Households With Access To One Car
S92000003,2018,Ratio,Percent Of Households,28.6,% Of Households Without Access To A Car
S92000003,2015,Ratio,Percent Of Households,43.3,% Of Households With Access To One Car
S92000003,2019,Ratio,Percent Of Households,42,% Of Households With Access To One Car
S92000003,2002,Ratio,Percent Of Households,34.8,% Of Households Without Access To A Car
S92000003,2017,Ratio,Percent Of Households,42.7,% Of Households With Access To One Car
S92000003,2014,Ratio,Percent Of Households,25.8,% Of Households With Access To Two Or More Cars
S92000003,2004,Ratio,Percent Of Households,43,% Of Households With Access To One Car
S92000003,2003,Ratio,Percent Of Households,32.7,% Of Households Without Access To A Car
S92000003,2011,Ratio,Percent Of Households,44.5,% Of Households With Access To One Car
S92000003,2008,Ratio,Percent Of Households,43.9,% Of Households With Access To One Car
S12000005,2018,Ratio,Percent Of Households,37,% Of Households With Access To One Car
S12000005,2013,Ratio,Percent Of Households,22,% Of Households Without Access To A Car
S12000005,2003,Ratio,Percent Of Households,43.6,% Of Households With Access To One Car
S92000003,2003,Ratio,Percent Of Households,22.8,% Of Households With Access To Two Or More Cars
S92000003,2013,Ratio,Percent Of Households,30.2,% Of Households Without Access To A Car
S12000005,2005,Ratio,Percent Of Households,28.8,% Of Households With Access To Two Or More Cars
S92000003,1999,Ratio,Percent Of Households,45.1,% Of Households With Access To One Car
S92000003,2005,Ratio,Percent Of Households,44.5,% Of Households With Access To One Car
S92000003,2004,Ratio,Percent Of Households,33.7,% Of Households Without Access To A Car
S92000003,2006,Ratio,Percent Of Households,24.4,% Of Households With Access To Two Or More Cars
S92000003,2019,Ratio,Percent Of Households,28.6,% Of Households Without Access To A Car
S92000003,2012,Ratio,Percent Of Households,31,% Of Households Without Access To A Car
S92000003,2016,Ratio,Percent Of Households,29.3,% Of Households Without Access To A Car
S92000003,2006,Ratio,Percent Of Households,43.6,% Of Households With Access To One Car
S92000003,2017,Ratio,Percent Of Households,28.1,% Of Households Without Access To A Car
S92000003,2004,Ratio,Percent Of Households,23.3,% Of Households With Access To Two Or More Cars
S92000003,2005,Ratio,Percent Of Households,23.8,% Of Households With Access To Two Or More Cars
S92000003,2009,Ratio,Percent Of Households,43.7,% Of Households With Access To One Car
S12000023,2015,Ratio,Percent Of Households,45.4,% Of Households With Access To One Car
S12000023,2019,Ratio,Percent Of Households,47,% Of Households With Access To One Car
S12000023,2001,Ratio,Percent Of Households,21.6,% Of Households With Access To Two Or More Cars
S12000023,2005,Ratio,Percent Of Households,22.7,% Of Households Without Access To A Car
S12000023,2009,Ratio,Percent Of Households,49.6,% Of Households With Access To One Car
S12000023,2018,Ratio,Percent Of Households,40,% Of Households With Access To Two Or More Cars
S12000023,2003,Ratio,Percent Of Households,23.5,% Of Households Without Access To A Car
S12000023,2005,Ratio,Percent Of Households,48.3,% Of Households With Access To One Car
S12000023,1999,Ratio,Percent Of Households,21.3,% Of Households With Access To Two Or More Cars
S12000023,2001,Ratio,Percent Of Households,22.5,% Of Households Without Access To A Car
S12000023,2012,Ratio,Percent Of Households,14.7,% Of Households Without Access To A Car
S12000023,2001,Ratio,Percent Of Households,55.9,% Of Households With Access To One Car
S12000023,1999,Ratio,Percent Of Households,22.1,% Of Households Without Access To A Car
S12000023,2003,Ratio,Percent Of Households,26.6,% Of Households With Access To Two Or More Cars
S12000023,2017,Ratio,Percent Of Households,48,% Of Households With Access To One Car
S12000023,2014,Ratio,Percent Of Households,34.5,% Of Households With Access To Two Or More Cars
S12000023,2016,Ratio,Percent Of Households,17.6,% Of Households Without Access To A Car
S12000023,2013,Ratio,Percent Of Households,51.7,% Of Households With Access To One Car
S12000023,2007,Ratio,Percent Of Households,17,% Of Households Without Access To A Car
S12000023,2003,Ratio,Percent Of Households,49.9,% Of Households With Access To One Car
S12000023,2014,Ratio,Percent Of Households,19.6,% Of Households Without Access To A Car
S12000023,2007,Ratio,Percent Of Households,52.5,% Of Households With Access To One Car
S12000023,2017,Ratio,Percent Of Households,36.8,% Of Households With Access To Two Or More Cars
S12000023,2015,Ratio,Percent Of Households,34.8,% Of Households With Access To Two Or More Cars
S12000023,2018,Ratio,Percent Of Households,13,% Of Households Without Access To A Car
S12000023,2018,Ratio,Percent Of Households,47,% Of Households With Access To One Car
S12000026,2014,Ratio,Percent Of Households,33.6,% Of Households With Access To Two Or More Cars
S12000026,2017,Ratio,Percent Of Households,36,% Of Households With Access To Two Or More Cars
S12000026,2015,Ratio,Percent Of Households,20.4,% Of Households Without Access To A Car
S12000026,2009,Ratio,Percent Of Households,21,% Of Households Without Access To A Car
S12000026,2017,Ratio,Percent Of Households,19,% Of Households Without Access To A Car
S12000023,2007,Ratio,Percent Of Households,30.4,% Of Households With Access To Two Or More Cars
S12000026,1999,Ratio,Percent Of Households,25.3,% Of Households With Access To Two Or More Cars
S12000026,2019,Ratio,Percent Of Households,17,% Of Households Without Access To A Car
S12000026,2013,Ratio,Percent Of Households,33,% Of Households With Access To Two Or More Cars
S12000026,2007,Ratio,Percent Of Households,33.1,% Of Households With Access To Two Or More Cars
S12000026,2005,Ratio,Percent Of Households,21.4,% Of Households Without Access To A Car
S12000026,2007,Ratio,Percent Of Households,20.4,% Of Households Without Access To A Car
S12000026,2003,Ratio,Percent Of Households,23.4,% Of Households Without Access To A Car
S12000023,2016,Ratio,Percent Of Households,46.8,% Of Households With Access To One Car
S12000023,2012,Ratio,Percent Of Households,32.1,% Of Households With Access To Two Or More Cars
S12000023,2019,Ratio,Percent Of Households,40,% Of Households With Access To Two Or More Cars
S12000023,2005,Ratio,Percent Of Households,28.9,% Of Households With Access To Two Or More Cars
S12000023,1999,Ratio,Percent Of Households,56.7,% Of Households With Access To One Car
S12000023,2016,Ratio,Percent Of Households,35.6,% Of Households With Access To Two Or More Cars
S12000023,2014,Ratio,Percent Of Households,45.9,% Of Households With Access To One Car
S12000023,2017,Ratio,Percent Of Households,15.2,% Of Households Without Access To A Car
S12000023,2019,Ratio,Percent Of Households,13,% Of Households Without Access To A Car
S12000023,2009,Ratio,Percent Of Households,18.2,% Of Households Without Access To A Car
S12000023,2009,Ratio,Percent Of Households,32.2,% Of Households With Access To Two Or More Cars
S12000023,2012,Ratio,Percent Of Households,53.3,% Of Households With Access To One Car
S12000021,2015,Ratio,Percent Of Households,27.8,% Of Households With Access To Two Or More Cars
S12000021,2007,Ratio,Percent Of Households,45.1,% Of Households With Access To One Car
S12000021,2017,Ratio,Percent Of Households,48.4,% Of Households With Access To One Car
S12000021,2009,Ratio,Percent Of Households,23.1,% Of Households With Access To Two Or More Cars
S12000021,2003,Ratio,Percent Of Households,18.7,% Of Households With Access To Two Or More Cars
S12000021,2007,Ratio,Percent Of Households,24.3,% Of Households With Access To Two Or More Cars
S12000021,2009,Ratio,Percent Of Households,46.4,% Of Households With Access To One Car
S12000021,2015,Ratio,Percent Of Households,28.8,% Of Households Without Access To A Car
S12000021,2018,Ratio,Percent Of Households,24,% Of Households With Access To Two Or More Cars
S12000021,2013,Ratio,Percent Of Households,45.7,% Of Households With Access To One Car
S12000021,2014,Ratio,Percent Of Households,28.6,% Of Households With Access To Two Or More Cars
S12000021,2013,Ratio,Percent Of Households,29.8,% Of Households Without Access To A Car
S12000021,2014,Ratio,Percent Of Households,29,% Of Households Without Access To A Car
S12000020,2003,Ratio,Percent Of Households,52.4,% Of Households With Access To One Car
S12000020,2014,Ratio,Percent Of Households,17.7,% Of Households Without Access To A Car
S12000021,1999,Ratio,Percent Of Households,14.8,% Of Households With Access To Two Or More Cars
S12000020,2016,Ratio,Percent Of Households,35.3,% Of Households With Access To Two Or More Cars
S12000020,2015,Ratio,Percent Of Households,18.8,% Of Households Without Access To A Car
S12000020,2017,Ratio,Percent Of Households,47.6,% Of Households With Access To One Car
S12000021,2009,Ratio,Percent Of Households,30.5,% Of Households Without Access To A Car
S12000021,1999,Ratio,Percent Of Households,37.5,% Of Households Without Access To A Car
S12000021,2005,Ratio,Percent Of Households,45.8,% Of Households With Access To One Car
S12000021,2012,Ratio,Percent Of Households,45.3,% Of Households With Access To One Car
S12000021,2017,Ratio,Percent Of Households,30.4,% Of Households Without Access To A Car
S12000021,2001,Ratio,Percent Of Households,42.5,% Of Households Without Access To A Car
S12000021,2007,Ratio,Percent Of Households,30.6,% Of Households Without Access To A Car
S12000021,2013,Ratio,Percent Of Households,24.5,% Of Households With Access To Two Or More Cars
S12000021,2014,Ratio,Percent Of Households,42.5,% Of Households With Access To One Car
S12000021,2017,Ratio,Percent Of Households,21.2,% Of Households With Access To Two Or More Cars
S12000021,2003,Ratio,Percent Of Households,44.3,% Of Households With Access To One Car
S12000021,2018,Ratio,Percent Of Households,32,% Of Households Without Access To A Car
S12000021,2001,Ratio,Percent Of Households,42.1,% Of Households With Access To One Car
S12000023,2015,Ratio,Percent Of Households,19.8,% Of Households Without Access To A Car
S12000023,2013,Ratio,Percent Of Households,18.4,% Of Households Without Access To A Car
S12000023,2013,Ratio,Percent Of Households,30,% Of Households With Access To Two Or More Cars
S12000021,2001,Ratio,Percent Of Households,15.3,% Of Households With Access To Two Or More Cars
S12000021,2016,Ratio,Percent Of Households,29.4,% Of Households With Access To Two Or More Cars
S12000021,2018,Ratio,Percent Of Households,44,% Of Households With Access To One Car
S12000021,2015,Ratio,Percent Of Households,43.4,% Of Households With Access To One Car
S12000021,2019,Ratio,Percent Of Households,24,% Of Households With Access To Two Or More Cars
S12000021,1999,Ratio,Percent Of Households,47.7,% Of Households With Access To One Car
S12000021,2005,Ratio,Percent Of Households,22.4,% Of Households With Access To Two Or More Cars
S12000021,2016,Ratio,Percent Of Households,36.1,% Of Households With Access To One Car
S12000021,2019,Ratio,Percent Of Households,32,% Of Households Without Access To A Car
S12000021,2012,Ratio,Percent Of Households,34.4,% Of Households Without Access To A Car
S12000021,2012,Ratio,Percent Of Households,20.3,% Of Households With Access To Two Or More Cars
S12000021,2019,Ratio,Percent Of Households,44,% Of Households With Access To One Car
S12000021,2003,Ratio,Percent Of Households,37,% Of Households Without Access To A Car
S12000021,2016,Ratio,Percent Of Households,34.6,% Of Households Without Access To A Car
S12000021,2005,Ratio,Percent Of Households,31.8,% Of Households Without Access To A Car
S12000027,2005,Ratio,Percent Of Households,30.9,% Of Households With Access To Two Or More Cars
S12000027,2014,Ratio,Percent Of Households,36.7,% Of Households With Access To Two Or More Cars
S12000027,2013,Ratio,Percent Of Households,38.4,% Of Households With Access To Two Or More Cars
S12000027,2007,Ratio,Percent Of Households,37.8,% Of Households With Access To Two Or More Cars
S12000027,2007,Ratio,Percent Of Households,44.4,% Of Households With Access To One Car
S12000027,2017,Ratio,Percent Of Households,43.9,% Of Households With Access To Two Or More Cars
S12000027,2013,Ratio,Percent Of Households,17.7,% Of Households Without Access To A Car
S12000028,2013,Ratio,Percent Of Households,46,% Of Households With Access To One Car
S12000028,2005,Ratio,Percent Of Households,23,% Of Households With Access To Two Or More Cars
S12000028,1999,Ratio,Percent Of Households,33.9,% Of Households Without Access To A Car
S12000027,2001,Ratio,Percent Of Households,26,% Of Households With Access To Two Or More Cars
S12000027,2016,Ratio,Percent Of Households,43.1,% Of Households With Access To Two Or More Cars
S12000028,2007,Ratio,Percent Of Households,31.5,% Of Households With Access To Two Or More Cars
S12000027,1999,Ratio,Percent Of Households,23.8,% Of Households Without Access To A Car
S12000027,2013,Ratio,Percent Of Households,43.9,% Of Households With Access To One Car
S12000027,2012,Ratio,Percent Of Households,19.2,% Of Households Without Access To A Car
S12000027,2009,Ratio,Percent Of Households,17.7,% Of Households Without Access To A Car
S12000027,2016,Ratio,Percent Of Households,42,% Of Households With Access To One Car
S12000027,2019,Ratio,Percent Of Households,43,% Of Households With Access To One Car
S12000027,2003,Ratio,Percent Of Households,25.4,% Of Households Without Access To A Car
S12000027,2016,Ratio,Percent Of Households,14.9,% Of Households Without Access To A Car
S12000027,2012,Ratio,Percent Of Households,36.2,% Of Households With Access To Two Or More Cars
S12000027,2009,Ratio,Percent Of Households,39.7,% Of Households With Access To Two Or More Cars
S12000027,2018,Ratio,Percent Of Households,41,% Of Households With Access To Two Or More Cars
S12000027,2015,Ratio,Percent Of Households,17.8,% Of Households Without Access To A Car
S12000027,2019,Ratio,Percent Of Households,16,% Of Households Without Access To A Car
S12000028,2018,Ratio,Percent Of Households,19,% Of Households Without Access To A Car
S12000028,2003,Ratio,Percent Of Households,44.6,% Of Households With Access To One Car
S12000028,2013,Ratio,Percent Of Households,26.1,% Of Households Without Access To A Car
S12000028,2018,Ratio,Percent Of Households,48,% Of Households With Access To One Car
S12000028,2005,Ratio,Percent Of Households,30.1,% Of Households Without Access To A Car
S12000028,2016,Ratio,Percent Of Households,26.5,% Of Households With Access To Two Or More Cars
S12000028,2019,Ratio,Percent Of Households,48,% Of Households With Access To One Car
S12000028,2013,Ratio,Percent Of Households,27.9,% Of Households With Access To Two Or More Cars
S12000028,2017,Ratio,Percent Of Households,23.8,% Of Households Without Access To A Car
S12000028,2001,Ratio,Percent Of Households,34.4,% Of Households Without Access To A Car
S12000028,2007,Ratio,Percent Of Households,25.2,% Of Households Without Access To A Car
S12000028,2014,Ratio,Percent Of Households,27.9,% Of Households With Access To Two Or More Cars
S12000028,2012,Ratio,Percent Of Households,42.1,% Of Households With Access To One Car
S12000028,2017,Ratio,Percent Of Households,44.6,% Of Households With Access To One Car
S12000028,2003,Ratio,Percent Of Households,29.4,% Of Households Without Access To A Car
S12000028,2019,Ratio,Percent Of Households,32,% Of Households With Access To Two Or More Cars
S12000028,1999,Ratio,Percent Of Households,46.1,% Of Households With Access To One Car
S12000028,1999,Ratio,Percent Of Households,20,% Of Households With Access To Two Or More Cars
S12000028,2016,Ratio,Percent Of Households,45.7,% Of Households With Access To One Car
S12000028,2014,Ratio,Percent Of Households,25,% Of Households Without Access To A Car
S12000028,2015,Ratio,Percent Of Households,45.5,% Of Households With Access To One Car
S12000028,2007,Ratio,Percent Of Households,43.3,% Of Households With Access To One Car
S12000028,2015,Ratio,Percent Of Households,24.3,% Of Households Without Access To A Car
S12000028,2009,Ratio,Percent Of Households,45.5,% Of Households With Access To One Car
S12000028,2016,Ratio,Percent Of Households,27.9,% Of Households Without Access To A Car
S12000026,2001,Ratio,Percent Of Households,52.8,% Of Households With Access To One Car
S12000026,2017,Ratio,Percent Of Households,45,% Of Households With Access To One Car
S12000026,2015,Ratio,Percent Of Households,49.3,% Of Households With Access To One Car
S12000026,2013,Ratio,Percent Of Households,43.8,% Of Households With Access To One Car
S12000026,2018,Ratio,Percent Of Households,17,% Of Households Without Access To A Car
S12000026,2012,Ratio,Percent Of Households,25.3,% Of Households Without Access To A Car
S12000026,2015,Ratio,Percent Of Households,30.3,% Of Households With Access To Two Or More Cars
S12000026,2018,Ratio,Percent Of Households,46,% Of Households With Access To One Car
S12000026,1999,Ratio,Percent Of Households,50.1,% Of Households With Access To One Car
S12000026,2007,Ratio,Percent Of Households,46.6,% Of Households With Access To One Car
S12000026,2009,Ratio,Percent Of Households,48,% Of Households With Access To One Car
S12000026,2016,Ratio,Percent Of Households,47.3,% Of Households With Access To One Car
S12000026,2005,Ratio,Percent Of Households,51.2,% Of Households With Access To One Car
S12000026,2019,Ratio,Percent Of Households,37,% Of Households With Access To Two Or More Cars
S12000026,2003,Ratio,Percent Of Households,26.4,% Of Households With Access To Two Or More Cars
S12000026,2012,Ratio,Percent Of Households,33.3,% Of Households With Access To Two Or More Cars
S12000026,2016,Ratio,Percent Of Households,20.3,% Of Households Without Access To A Car
S12000026,2005,Ratio,Percent Of Households,27.5,% Of Households With Access To Two Or More Cars
S12000026,2009,Ratio,Percent Of Households,31,% Of Households With Access To Two Or More Cars
S12000026,2001,Ratio,Percent Of Households,22,% Of Households Without Access To A Car
S12000026,2016,Ratio,Percent Of Households,32.4,% Of Households With Access To Two Or More Cars
S12000026,1999,Ratio,Percent Of Households,24.7,% Of Households Without Access To A Car
S12000026,2014,Ratio,Percent Of Households,20.9,% Of Households Without Access To A Car
S12000026,2018,Ratio,Percent Of Households,37,% Of Households With Access To Two Or More Cars
S12000026,2001,Ratio,Percent Of Households,25.3,% Of Households With Access To Two Or More Cars
S12000027,2005,Ratio,Percent Of Households,48.1,% Of Households With Access To One Car
S12000027,2019,Ratio,Percent Of Households,41,% Of Households With Access To Two Or More Cars
S12000027,2003,Ratio,Percent Of Households,43.5,% Of Households With Access To One Car
S12000027,2018,Ratio,Percent Of Households,43,% Of Households With Access To One Car
S12000027,2018,Ratio,Percent Of Households,16,% Of Households Without Access To A Car
S12000027,1999,Ratio,Percent Of Households,24.4,% Of Households With Access To Two Or More Cars
S12000027,2007,Ratio,Percent Of Households,17.8,% Of Households Without Access To A Car
S12000027,2012,Ratio,Percent Of Households,44.7,% Of Households With Access To One Car
S12000027,2017,Ratio,Percent Of Households,43.1,% Of Households With Access To One Car
S12000027,2009,Ratio,Percent Of Households,42.5,% Of Households With Access To One Car
S12000027,2014,Ratio,Percent Of Households,15.1,% Of Households Without Access To A Car
S12000027,2015,Ratio,Percent Of Households,39.7,% Of Households With Access To One Car
S12000027,2001,Ratio,Percent Of Households,24.1,% Of Households Without Access To A Car
S12000026,2019,Ratio,Percent Of Households,46,% Of Households With Access To One Car
S12000026,2014,Ratio,Percent Of Households,45.6,% Of Households With Access To One Car
S12000027,1999,Ratio,Percent Of Households,51.7,% Of Households With Access To One Car
S12000026,2012,Ratio,Percent Of Households,41.3,% Of Households With Access To One Car
S12000026,2003,Ratio,Percent Of Households,50.2,% Of Households With Access To One Car
S12000026,2013,Ratio,Percent Of Households,23.3,% Of Households Without Access To A Car
S12000027,2005,Ratio,Percent Of Households,21,% Of Households Without Access To A Car
S12000027,2001,Ratio,Percent Of Households,49.9,% Of Households With Access To One Car
S12000027,2017,Ratio,Percent Of Households,12.9,% Of Households Without Access To A Car
S12000027,2015,Ratio,Percent Of Households,42.4,% Of Households With Access To Two Or More Cars
S12000027,2003,Ratio,Percent Of Households,31.1,% Of Households With Access To Two Or More Cars
S12000027,2014,Ratio,Percent Of Households,48.2,% Of Households With Access To One Car
S12000017,2005,Ratio,Percent Of Households,28.9,% Of Households With Access To Two Or More Cars
S12000017,2013,Ratio,Percent Of Households,19.7,% Of Households Without Access To A Car
S12000017,2003,Ratio,Percent Of Households,29.8,% Of Households With Access To Two Or More Cars
S12000017,2019,Ratio,Percent Of Households,30,% Of Households With Access To Two Or More Cars
S12000017,2015,Ratio,Percent Of Households,48.4,% Of Households With Access To One Car
S12000017,2017,Ratio,Percent Of Households,47.9,% Of Households With Access To One Car
S12000017,2014,Ratio,Percent Of Households,22.1,% Of Households Without Access To A Car
S12000017,2016,Ratio,Percent Of Households,49.1,% Of Households With Access To One Car
S12000017,2003,Ratio,Percent Of Households,20.5,% Of Households Without Access To A Car
S12000017,2009,Ratio,Percent Of Households,32.7,% Of Households With Access To Two Or More Cars
S12000017,2019,Ratio,Percent Of Households,20,% Of Households Without Access To A Car
S12000017,2013,Ratio,Percent Of Households,48.3,% Of Households With Access To One Car
S12000017,2018,Ratio,Percent Of Households,30,% Of Households With Access To Two Or More Cars
S12000017,2012,Ratio,Percent Of Households,48.9,% Of Households With Access To One Car
S12000017,2018,Ratio,Percent Of Households,49,% Of Households With Access To One Car
S12000017,1999,Ratio,Percent Of Households,16.8,% Of Households With Access To Two Or More Cars
S12000017,2005,Ratio,Percent Of Households,49.8,% Of Households With Access To One Car
S12000017,2001,Ratio,Percent Of Households,53.5,% Of Households With Access To One Car
S12000017,2017,Ratio,Percent Of Households,36.9,% Of Households With Access To Two Or More Cars
S12000017,2005,Ratio,Percent Of Households,21.3,% Of Households Without Access To A Car
S12000017,2007,Ratio,Percent Of Households,49.8,% Of Households With Access To One Car
S12000017,2017,Ratio,Percent Of Households,15.2,% Of Households Without Access To A Car
S12000017,1999,Ratio,Percent Of Households,56.3,% Of Households With Access To One Car
S12000017,2009,Ratio,Percent Of Households,18.5,% Of Households Without Access To A Car
S12000017,2012,Ratio,Percent Of Households,24.3,% Of Households Without Access To A Car
S12000017,2012,Ratio,Percent Of Households,26.8,% Of Households With Access To Two Or More Cars
S12000018,2001,Ratio,Percent Of Households,40.1,% Of Households With Access To One Car
S12000018,1999,Ratio,Percent Of Households,43.2,% Of Households With Access To One Car
S12000018,2009,Ratio,Percent Of Households,38.8,% Of Households With Access To One Car
S12000018,2014,Ratio,Percent Of Households,41.9,% Of Households Without Access To A Car
S12000018,2017,Ratio,Percent Of Households,37.1,% Of Households Without Access To A Car
S12000018,2015,Ratio,Percent Of Households,19.9,% Of Households With Access To Two Or More Cars
S12000018,2003,Ratio,Percent Of Households,38.7,% Of Households With Access To One Car
S12000018,2005,Ratio,Percent Of Households,38.9,% Of Households Without Access To A Car
S12000018,2001,Ratio,Percent Of Households,15.1,% Of Households With Access To Two Or More Cars
S12000018,2014,Ratio,Percent Of Households,18.8,% Of Households With Access To Two Or More Cars
S12000018,2018,Ratio,Percent Of Households,22,% Of Households With Access To Two Or More Cars
S12000018,2013,Ratio,Percent Of Households,35.6,% Of Households Without Access To A Car
S12000018,2019,Ratio,Percent Of Households,41,% Of Households With Access To One Car
S12000018,2018,Ratio,Percent Of Households,41,% Of Households With Access To One Car
S12000017,2009,Ratio,Percent Of Households,48.8,% Of Households With Access To One Car
S12000018,2012,Ratio,Percent Of Households,20.9,% Of Households With Access To Two Or More Cars
S12000017,2015,Ratio,Percent Of Households,21.2,% Of Households Without Access To A Car
S12000017,2016,Ratio,Percent Of Households,18.1,% Of Households Without Access To A Car
S12000017,2015,Ratio,Percent Of Households,30.3,% Of Households With Access To Two Or More Cars
S12000018,2017,Ratio,Percent Of Households,24.6,% Of Households With Access To Two Or More Cars
S12000018,2016,Ratio,Percent Of Households,35,% Of Households Without Access To A Car
S12000018,2015,Ratio,Percent Of Households,40.3,% Of Households With Access To One Car
S12000018,2009,Ratio,Percent Of Households,38.6,% Of Households Without Access To A Car
S12000018,2012,Ratio,Percent Of Households,37.3,% Of Households Without Access To A Car
S12000018,2009,Ratio,Percent Of Households,22.7,% Of Households With Access To Two Or More Cars
S12000014,2001,Ratio,Percent Of Households,20.7,% Of Households With Access To Two Or More Cars
S12000014,2009,Ratio,Percent Of Households,44.2,% Of Households With Access To One Car
S12000014,2014,Ratio,Percent Of Households,27.7,% Of Households Without Access To A Car
S12000014,2001,Ratio,Percent Of Households,49.3,% Of Households With Access To One Car
S12000014,2007,Ratio,Percent Of Households,47.3,% Of Households With Access To One Car
S12000014,2019,Ratio,Percent Of Households,23,% Of Households Without Access To A Car
S12000014,2003,Ratio,Percent Of Households,45.1,% Of Households With Access To One Car
S12000014,2018,Ratio,Percent Of Households,42,% Of Households With Access To One Car
S12000014,2019,Ratio,Percent Of Households,42,% Of Households With Access To One Car
S12000014,2007,Ratio,Percent Of Households,23.1,% Of Households Without Access To A Car
S12000014,2016,Ratio,Percent Of Households,34.9,% Of Households Without Access To A Car
S12000014,2013,Ratio,Percent Of Households,23.9,% Of Households Without Access To A Car
S12000014,2017,Ratio,Percent Of Households,28.9,% Of Households With Access To Two Or More Cars
S12000014,2007,Ratio,Percent Of Households,29.6,% Of Households With Access To Two Or More Cars
S12000014,2016,Ratio,Percent Of Households,39.3,% Of Households With Access To One Car
S12000014,1999,Ratio,Percent Of Households,22.3,% Of Households With Access To Two Or More Cars
S12000014,2019,Ratio,Percent Of Households,35,% Of Households With Access To Two Or More Cars
S12000014,2015,Ratio,Percent Of Households,33.8,% Of Households With Access To Two Or More Cars
S12000014,2012,Ratio,Percent Of Households,36,% Of Households With Access To Two Or More Cars
S12000014,2013,Ratio,Percent Of Households,28.9,% Of Households With Access To Two Or More Cars
S12000014,2001,Ratio,Percent Of Households,30,% Of Households Without Access To A Car
S12000014,2012,Ratio,Percent Of Households,41.3,% Of Households With Access To One Car
S12000014,2005,Ratio,Percent Of Households,43.1,% Of Households With Access To One Car
S12000014,2013,Ratio,Percent Of Households,47.2,% Of Households With Access To One Car
S12000014,2005,Ratio,Percent Of Households,28.4,% Of Households With Access To Two Or More Cars
S12000017,2018,Ratio,Percent Of Households,20,% Of Households Without Access To A Car
S12000017,1999,Ratio,Percent Of Households,26.9,% Of Households Without Access To A Car
S12000017,2001,Ratio,Percent Of Households,21.7,% Of Households With Access To Two Or More Cars
S12000017,2003,Ratio,Percent Of Households,49.7,% Of Households With Access To One Car
S12000017,2007,Ratio,Percent Of Households,30.2,% Of Households With Access To Two Or More Cars
S12000014,2017,Ratio,Percent Of Households,44.4,% Of Households With Access To One Car
S12000017,2001,Ratio,Percent Of Households,24.8,% Of Households Without Access To A Car
S12000017,2019,Ratio,Percent Of Households,49,% Of Households With Access To One Car
S12000017,2013,Ratio,Percent Of Households,32,% Of Households With Access To Two Or More Cars
S12000017,2007,Ratio,Percent Of Households,20,% Of Households Without Access To A Car
S12000017,2014,Ratio,Percent Of Households,47.2,% Of Households With Access To One Car
S12000017,2014,Ratio,Percent Of Households,30.6,% Of Households With Access To Two Or More Cars
